N,P,K,temperature,humidity,ph,rainfall,label,season,month,state
62.21,51.07,75.47,22.65,68.59,6.36,25.0,bottle_gourd,Zaid,6,PB
87.13,41.95,38.55,29.12,63.89,6.89,45.6,bottle_gourd,Zaid,6,UP
69.38,66.5,37.46,25.15,73.72,6.72,60.81,bottle_gourd,Zaid,6,UP
58.04,44.71,62.57,30.7,74.36,6.72,85.18,bottle_gourd,Zaid,3,WB
72.24,81.82,68.82,29.04,64.53,6.3,64.12,bottle_gourd,Zaid,6,HR
101.9,28.89,62.51,24.99,68.84,6.59,47.23,bottle_gourd,Zaid,3,UP
48.26,62.59,86.35,26.33,69.83,6.05,34.6,bottle_gourd,Zaid,5,HR
104.47,33.03,50.0,26.61,72.13,6.06,50.18,bottle_gourd,Zaid,5,UP
57.94,40.48,74.7,32.26,80.29,6.25,51.56,bottle_gourd,Zaid,5,BR
55.5,51.41,51.95,25.99,82.54,6.93,49.8,bottle_gourd,Zaid,6,BR
84.1,41.0,74.91,30.01,66.82,6.2,58.57,bottle_gourd,Zaid,5,HR
83.16,58.83,77.85,26.84,74.44,6.82,36.86,bottle_gourd,Zaid,6,PB
71.55,25.36,35.01,29.36,74.29,6.28,31.09,bottle_gourd,Zaid,5,PB
80.75,43.65,56.31,24.79,77.57,6.71,58.34,bottle_gourd,Zaid,3,PB
76.61,56.2,80.07,29.59,88.38,7.02,46.39,bottle_gourd,Zaid,6,BR
103.22,71.35,39.26,24.37,85.31,6.94,36.77,bottle_gourd,Zaid,6,WB
84.83,45.64,83.62,30.48,75.49,6.62,49.44,bottle_gourd,Zaid,5,WB
72.02,49.8,37.45,26.06,84.72,7.02,37.5,bottle_gourd,Zaid,4,HR
60.97,56.02,69.37,23.45,85.07,6.78,90.9,bottle_gourd,Zaid,3,UP
85.65,45.04,58.97,28.76,64.51,6.82,72.87,bottle_gourd,Zaid,3,WB
88.94,27.24,60.84,26.04,78.83,6.85,47.23,bottle_gourd,Zaid,3,BR
91.05,22.66,47.74,26.35,66.8,6.54,72.74,bottle_gourd,Zaid,3,HR
55.63,51.43,71.32,27.33,64.78,6.77,76.42,bottle_gourd,Zaid,4,UP
101.24,39.64,43.8,27.51,81.12,6.61,56.27,bottle_gourd,Zaid,6,WB
104.41,61.89,53.25,26.46,76.38,6.3,51.84,bottle_gourd,Zaid,4,PB
52.74,24.86,84.01,24.63,69.6,6.69,49.53,bottle_gourd,Zaid,3,HR
70.95,41.09,63.82,23.47,70.53,7.03,64.4,bottle_gourd,Zaid,6,WB
75.42,30.14,47.93,22.84,76.0,6.25,61.92,bottle_gourd,Zaid,3,UP
84.29,69.42,41.79,30.98,81.41,6.53,63.97,bottle_gourd,Zaid,5,WB
46.75,31.58,60.55,29.2,72.89,6.19,56.23,bottle_gourd,Zaid,4,WB
43.68,24.24,52.35,22.5,80.35,6.23,42.71,bottle_gourd,Zaid,6,WB
60.08,44.2,75.19,27.37,71.79,7.17,53.84,bottle_gourd,Zaid,5,UP
79.75,35.98,85.02,23.5,68.79,6.79,60.67,bottle_gourd,Zaid,6,BR
86.78,34.77,54.21,28.12,74.73,6.96,67.7,bottle_gourd,Zaid,5,WB
80.31,48.77,49.82,27.07,76.11,6.95,35.5,bottle_gourd,Zaid,5,BR
39.03,51.04,57.23,29.5,80.22,6.2,78.52,bottle_gourd,Zaid,6,HR
47.12,75.48,74.85,25.46,58.42,6.51,57.19,bottle_gourd,Zaid,3,PB
81.18,69.8,71.18,26.56,76.36,6.84,36.26,bottle_gourd,Zaid,6,UP
94.69,49.23,75.54,29.34,71.77,6.53,45.68,bottle_gourd,Zaid,6,UP
79.27,33.57,67.41,21.91,73.77,7.05,70.44,bottle_gourd,Zaid,4,PB
93.87,27.18,62.26,26.09,59.51,6.33,72.73,bottle_gourd,Zaid,6,UP
80.57,70.01,53.66,30.53,72.22,6.82,73.8,bottle_gourd,Zaid,4,UP
88.16,62.85,90.95,24.6,77.75,6.66,79.05,bottle_gourd,Zaid,3,HR
94.29,36.74,57.67,25.66,71.9,6.63,67.54,bottle_gourd,Zaid,4,PB
63.12,26.82,79.88,23.24,85.48,7.1,83.07,bottle_gourd,Zaid,6,BR
52.42,71.89,41.71,22.85,76.73,6.02,29.06,bottle_gourd,Zaid,4,PB
102.69,60.98,53.73,28.72,68.12,6.67,42.91,bottle_gourd,Zaid,5,HR
71.43,34.31,37.34,29.19,80.15,5.88,74.49,bottle_gourd,Zaid,5,WB
73.56,72.09,42.69,29.6,80.33,6.9,60.94,bottle_gourd,Zaid,5,WB
56.16,44.58,69.17,32.49,73.22,6.77,41.92,bottle_gourd,Zaid,5,HR
96.5,44.73,32.74,27.04,67.53,7.12,76.16,bottle_gourd,Zaid,3,HR
76.76,51.14,50.01,31.11,77.81,6.05,55.13,bottle_gourd,Zaid,3,HR
95.12,40.3,73.37,20.34,75.5,6.67,45.99,bottle_gourd,Zaid,4,HR
79.56,49.58,68.53,33.76,59.97,6.43,87.4,bottle_gourd,Zaid,4,BR
51.41,32.3,53.98,27.49,66.77,7.01,81.03,bottle_gourd,Zaid,4,PB
102.78,38.6,76.47,24.38,75.1,6.71,81.81,bottle_gourd,Zaid,3,WB
93.42,76.4,39.46,29.93,78.34,6.58,76.16,bottle_gourd,Zaid,3,PB
52.43,62.56,63.34,27.07,73.55,6.31,32.17,bottle_gourd,Zaid,4,HR
56.22,54.21,87.34,30.88,77.43,6.36,65.23,bottle_gourd,Zaid,4,PB
67.13,31.39,46.22,26.73,57.05,6.47,57.19,bottle_gourd,Zaid,4,BR
74.98,41.47,49.75,26.72,65.3,6.52,55.63,bottle_gourd,Zaid,5,HR
59.21,75.79,63.28,29.19,64.11,5.89,46.02,bottle_gourd,Zaid,4,UP
102.32,26.42,36.56,29.41,70.51,6.48,52.44,bottle_gourd,Zaid,3,BR
44.95,68.99,78.15,23.1,81.56,7.08,70.64,bottle_gourd,Zaid,4,PB
87.18,52.66,67.03,21.24,71.87,6.16,40.22,bottle_gourd,Zaid,3,PB
83.53,72.44,53.86,29.46,79.4,6.43,66.68,bottle_gourd,Zaid,6,UP
48.23,43.41,80.69,26.54,66.89,6.19,44.8,bottle_gourd,Zaid,5,UP
87.62,29.3,76.84,29.86,75.59,6.54,51.55,bottle_gourd,Zaid,4,HR
64.83,42.46,62.38,22.38,65.38,6.63,60.16,bottle_gourd,Zaid,4,WB
109.29,54.65,38.42,28.84,73.99,6.11,46.82,bottle_gourd,Zaid,3,BR
75.06,48.55,53.47,25.07,71.35,6.53,70.49,bottle_gourd,Zaid,4,WB
55.43,55.92,65.61,29.91,78.51,6.0,79.85,bottle_gourd,Zaid,6,PB
60.61,77.16,68.13,28.76,65.77,6.42,63.45,bottle_gourd,Zaid,3,UP
91.92,53.07,71.82,26.09,84.74,7.01,56.13,bottle_gourd,Zaid,4,UP
71.24,55.16,56.4,31.33,67.32,6.35,65.13,bottle_gourd,Zaid,4,UP
62.91,33.74,41.33,33.04,75.85,6.11,39.61,bottle_gourd,Zaid,5,BR
87.46,61.61,38.77,24.76,76.87,6.99,77.04,bottle_gourd,Zaid,4,HR
45.38,69.3,56.2,30.73,74.33,6.2,77.94,bottle_gourd,Zaid,6,PB
71.6,66.98,50.02,27.1,80.33,6.05,70.4,bottle_gourd,Zaid,4,UP
72.33,24.29,84.63,20.14,85.03,6.57,66.87,bottle_gourd,Zaid,5,PB
97.8,46.57,68.92,29.81,68.1,5.84,54.59,bottle_gourd,Zaid,6,UP
89.05,44.0,63.63,24.58,81.12,6.39,46.39,bottle_gourd,Zaid,5,PB
68.91,52.31,70.59,24.18,74.61,6.15,48.37,bottle_gourd,Zaid,6,WB
62.64,71.96,72.8,20.51,60.41,6.52,63.93,bottle_gourd,Zaid,3,BR
57.7,50.62,72.64,26.4,76.27,6.22,40.03,bottle_gourd,Zaid,6,PB
70.08,58.88,80.75,21.35,67.6,6.15,64.09,bottle_gourd,Zaid,3,BR
56.98,41.53,70.2,27.34,71.8,6.56,66.88,bottle_gourd,Zaid,3,WB
81.83,71.13,40.81,26.03,65.71,6.69,66.43,bottle_gourd,Zaid,5,PB
96.98,70.13,95.0,22.85,77.69,6.49,55.76,bottle_gourd,Zaid,6,BR
46.12,33.89,39.85,22.7,62.77,6.17,66.23,bottle_gourd,Zaid,3,UP
52.16,40.5,72.04,31.01,67.78,6.37,78.97,bottle_gourd,Zaid,4,UP
54.98,35.21,48.43,21.45,72.06,6.36,48.91,bottle_gourd,Zaid,3,PB
56.03,23.44,41.97,28.97,63.69,6.54,44.71,bottle_gourd,Zaid,6,BR
76.26,36.6,70.71,24.36,64.55,6.68,62.52,bottle_gourd,Zaid,6,HR
91.21,46.9,36.73,24.02,77.96,6.35,54.5,bottle_gourd,Zaid,6,HR
89.98,38.11,66.13,30.82,84.12,6.24,72.21,bottle_gourd,Zaid,6,WB
86.24,71.34,62.98,25.89,65.41,6.51,74.15,bottle_gourd,Zaid,6,UP
86.11,55.47,62.69,28.54,61.39,6.7,70.5,bottle_gourd,Zaid,5,WB
73.77,50.03,68.98,29.64,65.63,6.58,45.19,bottle_gourd,Zaid,5,HR
92.69,72.37,66.91,19.31,62.7,6.44,29.14,bottle_gourd,Zaid,3,HR
83.24,62.48,87.69,21.83,80.23,6.64,62.29,bottle_gourd,Zaid,4,BR
85.92,52.64,49.01,23.74,61.91,6.13,60.2,bottle_gourd,Zaid,6,PB
49.86,52.86,75.31,24.94,62.96,6.41,72.94,bottle_gourd,Zaid,3,UP
49.0,48.57,48.08,31.97,62.48,6.48,51.65,bottle_gourd,Zaid,3,WB
75.46,55.9,94.37,22.36,74.65,6.78,49.38,bottle_gourd,Zaid,4,UP
54.73,29.2,48.6,23.06,84.5,6.31,95.0,bottle_gourd,Zaid,5,HR
96.03,50.53,64.29,32.76,70.37,6.69,59.81,bottle_gourd,Zaid,3,UP
62.81,29.75,40.07,27.83,70.73,6.33,67.81,bottle_gourd,Zaid,6,HR
49.22,61.3,57.41,26.07,62.18,6.61,61.59,bottle_gourd,Zaid,6,UP
80.75,22.21,71.67,27.62,67.06,6.63,92.15,bottle_gourd,Zaid,4,BR
89.55,64.81,44.1,27.26,67.16,6.15,91.11,bottle_gourd,Zaid,5,HR
68.99,54.91,33.75,30.51,59.7,6.25,64.69,bottle_gourd,Zaid,4,PB
54.9,37.2,66.08,29.52,70.98,7.01,60.46,bottle_gourd,Zaid,5,BR
92.32,40.75,70.62,27.85,71.11,7.3,70.81,bottle_gourd,Zaid,4,UP
61.03,76.47,75.94,27.47,67.07,6.68,84.91,bottle_gourd,Zaid,5,UP
106.8,48.38,34.26,24.35,60.62,6.37,52.93,bottle_gourd,Zaid,4,BR
88.14,34.96,79.49,24.36,79.32,6.85,39.14,bottle_gourd,Zaid,4,PB
77.13,51.51,62.73,32.0,86.43,6.31,60.03,bottle_gourd,Zaid,4,WB
55.54,71.64,81.67,29.18,74.58,5.82,44.28,bottle_gourd,Zaid,4,WB
94.46,37.84,41.65,26.18,84.87,6.95,68.8,bottle_gourd,Zaid,3,PB
40.61,66.63,81.38,31.95,86.25,6.74,62.92,bottle_gourd,Zaid,5,WB
47.11,44.37,57.34,27.32,74.07,6.67,29.44,bottle_gourd,Zaid,3,UP
85.14,28.1,69.78,22.21,68.93,6.67,52.45,bottle_gourd,Zaid,3,WB
55.37,43.69,32.34,21.81,75.22,6.28,72.99,bottle_gourd,Zaid,5,BR
61.35,57.97,84.02,23.78,81.3,6.29,61.46,bottle_gourd,Zaid,5,BR
63.29,27.85,37.03,21.48,60.92,6.3,32.41,bottle_gourd,Zaid,4,WB
66.88,58.57,75.02,22.8,59.28,6.79,67.13,bottle_gourd,Zaid,3,WB
75.26,62.1,40.9,24.42,67.65,6.32,52.23,bottle_gourd,Zaid,5,HR
85.66,72.98,34.77,26.5,69.57,6.23,68.69,bottle_gourd,Zaid,4,WB
51.87,54.57,42.27,25.98,82.86,6.26,61.23,bottle_gourd,Zaid,5,PB
80.56,35.01,62.7,30.94,61.8,6.62,71.0,bottle_gourd,Zaid,4,UP
62.65,36.88,80.22,30.41,76.72,6.21,63.9,bottle_gourd,Zaid,3,PB
51.94,54.77,55.79,25.25,76.15,6.06,72.05,bottle_gourd,Zaid,4,WB
62.02,50.74,73.02,31.73,61.93,6.16,72.86,bottle_gourd,Zaid,5,WB
91.46,62.86,33.49,26.58,70.96,6.63,72.04,bottle_gourd,Zaid,4,WB
55.21,65.35,50.88,24.45,63.51,6.47,40.5,bottle_gourd,Zaid,6,WB
82.3,26.98,77.49,22.34,66.84,6.48,95.0,bottle_gourd,Zaid,6,UP
95.81,71.97,82.53,30.16,66.94,6.9,84.75,bitter_gourd,Zaid,4,PB
72.76,37.02,55.48,32.29,80.58,6.34,28.1,bitter_gourd,Zaid,6,UP
66.62,59.75,55.45,27.26,81.83,6.93,54.15,bitter_gourd,Zaid,5,HR
95.47,54.01,43.84,22.05,79.27,6.88,70.34,bitter_gourd,Zaid,6,WB
45.93,66.4,58.29,25.72,75.1,6.64,46.83,bitter_gourd,Zaid,5,PB
46.22,71.94,82.79,34.47,68.09,5.99,41.48,bitter_gourd,Zaid,6,OD
84.45,28.14,75.33,26.52,65.4,6.05,27.99,bitter_gourd,Zaid,4,UP
77.34,64.21,64.86,30.46,65.28,6.9,80.66,bitter_gourd,Zaid,5,UP
60.53,34.26,61.39,27.31,78.19,6.15,68.34,bitter_gourd,Zaid,6,WB
70.39,41.2,56.51,27.91,63.6,6.16,51.51,bitter_gourd,Zaid,6,OD
54.16,71.04,60.17,25.14,67.37,6.26,62.24,bitter_gourd,Zaid,5,UP
58.0,67.61,45.17,30.48,78.36,6.51,69.04,bitter_gourd,Zaid,5,OD
76.49,48.69,82.28,28.51,76.84,6.7,70.54,bitter_gourd,Zaid,4,UP
54.81,39.85,69.67,30.29,80.14,6.79,84.56,bitter_gourd,Zaid,4,OD
97.76,66.66,31.99,27.97,83.4,6.07,69.25,bitter_gourd,Zaid,3,HR
65.45,44.24,79.44,25.14,74.66,5.93,26.07,bitter_gourd,Zaid,3,HR
53.98,63.0,56.31,22.73,73.26,6.11,50.72,bitter_gourd,Zaid,3,OD
85.73,47.37,71.47,28.97,90.0,6.33,39.42,bitter_gourd,Zaid,3,UP
60.38,60.51,81.89,22.22,62.0,6.43,71.97,bitter_gourd,Zaid,5,UP
58.94,29.0,66.47,30.72,67.03,6.33,70.49,bitter_gourd,Zaid,6,HR
53.94,65.59,73.63,20.35,73.35,6.6,40.5,bitter_gourd,Zaid,4,WB
68.18,29.8,82.3,24.6,75.1,6.31,64.06,bitter_gourd,Zaid,4,OD
99.27,41.0,68.5,30.22,84.15,6.48,89.07,bitter_gourd,Zaid,6,OD
69.98,42.75,85.58,29.16,75.53,6.43,46.38,bitter_gourd,Zaid,4,OD
65.58,41.8,82.83,29.95,69.28,6.56,59.55,bitter_gourd,Zaid,4,PB
96.18,24.34,91.05,30.64,74.0,6.51,60.42,bitter_gourd,Zaid,6,HR
47.73,48.67,83.57,32.66,83.96,6.94,29.31,bitter_gourd,Zaid,3,UP
96.38,60.35,43.3,31.46,81.46,6.13,57.13,bitter_gourd,Zaid,3,OD
45.61,62.34,70.56,23.13,80.11,6.73,57.12,bitter_gourd,Zaid,4,WB
83.9,30.73,65.6,21.84,77.97,6.15,40.04,bitter_gourd,Zaid,6,UP
78.8,45.22,79.92,21.72,79.38,6.44,40.08,bitter_gourd,Zaid,6,WB
88.85,32.38,41.86,27.95,77.12,6.72,70.88,bitter_gourd,Zaid,6,WB
76.92,51.0,69.77,29.75,66.86,6.6,76.8,bitter_gourd,Zaid,4,OD
51.9,62.89,67.54,23.68,72.26,6.57,65.31,bitter_gourd,Zaid,5,UP
83.96,63.61,77.23,24.66,68.34,6.96,62.94,bitter_gourd,Zaid,3,PB
84.49,48.19,43.12,24.57,76.46,5.7,57.84,bitter_gourd,Zaid,6,OD
41.39,34.63,47.51,31.61,77.43,6.11,65.07,bitter_gourd,Zaid,5,HR
55.21,34.38,43.37,26.51,77.52,6.47,50.66,bitter_gourd,Zaid,4,PB
50.55,38.81,49.84,26.19,74.15,6.54,43.47,bitter_gourd,Zaid,4,UP
55.94,54.17,58.4,28.29,58.89,6.71,35.45,bitter_gourd,Zaid,6,WB
39.13,46.7,77.99,30.29,74.9,6.57,70.74,bitter_gourd,Zaid,3,PB
77.51,53.88,64.28,23.66,80.46,6.98,55.13,bitter_gourd,Zaid,6,HR
75.35,50.34,51.47,30.44,74.15,6.39,71.62,bitter_gourd,Zaid,5,WB
59.94,31.67,56.31,29.35,76.88,6.44,70.74,bitter_gourd,Zaid,5,HR
91.97,64.36,80.25,29.61,75.52,6.89,68.26,bitter_gourd,Zaid,4,HR
59.05,30.68,41.9,27.62,63.35,6.45,55.88,bitter_gourd,Zaid,3,WB
61.83,59.44,67.78,25.63,80.1,6.52,57.84,bitter_gourd,Zaid,6,OD
96.66,54.69,50.68,29.88,75.81,7.1,59.04,bitter_gourd,Zaid,6,UP
64.26,39.22,57.52,24.62,75.83,6.2,63.33,bitter_gourd,Zaid,5,HR
42.89,32.02,53.49,25.31,80.78,7.24,50.43,bitter_gourd,Zaid,5,UP
43.43,73.7,73.88,23.36,76.69,5.9,66.27,bitter_gourd,Zaid,5,PB
92.86,17.29,63.95,23.65,70.99,6.15,78.3,bitter_gourd,Zaid,4,WB
75.2,43.0,83.08,25.28,60.22,5.96,46.52,bitter_gourd,Zaid,4,PB
73.95,75.79,55.21,31.92,65.25,6.66,67.01,bitter_gourd,Zaid,4,HR
69.92,57.86,63.3,24.71,83.22,6.55,71.05,bitter_gourd,Zaid,6,UP
101.19,54.9,39.79,32.6,65.92,6.27,82.26,bitter_gourd,Zaid,3,OD
39.26,48.28,84.85,28.7,76.24,6.91,61.5,bitter_gourd,Zaid,4,WB
58.75,41.97,72.54,27.8,67.07,6.65,92.12,bitter_gourd,Zaid,6,WB
74.42,51.08,74.33,21.59,71.7,6.51,48.84,bitter_gourd,Zaid,6,HR
51.54,60.57,67.26,26.18,77.18,6.03,75.69,bitter_gourd,Zaid,4,WB
73.42,57.49,59.58,27.89,65.88,6.65,65.9,bitter_gourd,Zaid,5,OD
78.41,50.93,77.21,29.8,67.78,6.49,70.28,bitter_gourd,Zaid,4,UP
94.76,51.61,63.44,23.67,74.37,6.96,81.42,bitter_gourd,Zaid,3,OD
86.55,35.49,40.92,33.96,83.35,6.37,49.55,bitter_gourd,Zaid,4,PB
74.68,60.09,49.12,26.47,71.07,6.33,45.61,bitter_gourd,Zaid,4,UP
93.94,58.31,50.53,27.25,80.79,6.8,66.12,bitter_gourd,Zaid,4,PB
49.16,35.26,75.73,26.76,70.08,6.53,43.2,bitter_gourd,Zaid,6,PB
91.66,67.42,73.71,26.27,87.17,6.62,41.27,bitter_gourd,Zaid,4,UP
100.22,57.08,50.31,27.38,81.07,6.19,25.0,bitter_gourd,Zaid,5,WB
71.21,46.78,74.46,27.22,72.9,6.45,70.01,bitter_gourd,Zaid,3,UP
46.7,63.9,58.98,26.62,74.05,6.46,69.47,bitter_gourd,Zaid,4,UP
76.08,55.96,77.56,26.68,71.31,6.17,48.93,bitter_gourd,Zaid,4,HR
92.19,48.76,43.14,30.41,62.17,6.84,45.47,bitter_gourd,Zaid,6,UP
88.05,64.22,58.31,26.7,79.82,6.75,47.19,bitter_gourd,Zaid,4,HR
70.57,29.23,54.11,31.49,62.41,6.82,40.67,bitter_gourd,Zaid,6,UP
79.83,24.5,76.13,32.07,69.52,6.09,73.84,bitter_gourd,Zaid,5,WB
84.75,37.73,56.86,22.84,83.66,6.94,41.48,bitter_gourd,Zaid,6,OD
40.0,58.5,48.33,28.12,68.25,7.05,41.42,bitter_gourd,Zaid,5,OD
87.35,60.79,67.93,26.8,77.62,6.98,56.94,bitter_gourd,Zaid,5,UP
86.42,49.91,35.27,29.89,86.48,6.35,66.11,bitter_gourd,Zaid,5,WB
66.81,39.85,89.29,23.47,74.33,6.21,76.78,bitter_gourd,Zaid,5,UP
96.18,21.24,46.6,28.3,77.23,6.82,70.79,bitter_gourd,Zaid,3,UP
57.07,39.54,39.29,23.62,64.49,5.87,64.41,bitter_gourd,Zaid,4,OD
52.29,64.9,73.13,29.49,77.32,6.74,70.45,bitter_gourd,Zaid,4,UP
93.13,55.27,66.84,27.88,81.91,7.07,66.84,bitter_gourd,Zaid,4,HR
92.9,52.95,58.28,31.24,74.52,6.0,53.57,bitter_gourd,Zaid,5,UP
71.7,65.29,59.86,29.26,62.74,6.47,46.98,bitter_gourd,Zaid,3,WB
48.61,62.74,63.64,28.52,70.56,6.46,43.13,bitter_gourd,Zaid,4,UP
72.24,56.86,80.27,28.4,64.8,6.4,75.6,bitter_gourd,Zaid,4,WB
99.26,45.94,64.9,22.8,76.64,6.17,52.48,bitter_gourd,Zaid,3,WB
68.26,47.43,59.38,20.61,72.42,7.18,78.03,bitter_gourd,Zaid,4,HR
53.1,82.27,59.01,28.44,86.75,6.84,62.73,bitter_gourd,Zaid,5,HR
42.08,76.27,62.57,24.72,77.2,6.65,58.28,bitter_gourd,Zaid,3,UP
39.45,37.2,45.86,25.83,81.86,6.82,70.3,bitter_gourd,Zaid,5,PB
89.0,31.65,52.45,27.34,68.45,6.3,73.24,bitter_gourd,Zaid,3,PB
64.76,48.46,62.86,26.5,82.39,5.97,53.49,bitter_gourd,Zaid,6,WB
90.5,39.44,59.36,22.68,60.97,6.1,46.82,bitter_gourd,Zaid,5,UP
50.06,34.24,62.73,23.22,60.82,6.22,41.07,bitter_gourd,Zaid,3,OD
57.07,58.63,77.28,21.02,66.74,6.12,61.12,bitter_gourd,Zaid,5,WB
90.46,30.53,75.72,27.09,73.36,6.44,62.05,bitter_gourd,Zaid,6,OD
92.9,54.63,57.37,29.98,63.53,5.7,43.45,bitter_gourd,Zaid,6,PB
84.87,59.32,52.65,23.75,80.92,6.15,68.18,bitter_gourd,Zaid,4,HR
73.55,37.69,40.38,23.77,74.09,6.27,58.93,bitter_gourd,Zaid,5,OD
55.27,40.43,77.36,28.58,65.85,6.05,71.94,bitter_gourd,Zaid,6,WB
68.8,72.6,65.56,28.67,63.23,6.41,72.34,bitter_gourd,Zaid,3,UP
67.23,45.08,75.5,28.2,72.98,6.0,54.38,bitter_gourd,Zaid,6,PB
71.42,64.47,66.59,27.49,83.92,5.89,76.2,bitter_gourd,Zaid,5,PB
72.63,42.0,44.31,29.45,76.53,6.15,51.43,bitter_gourd,Zaid,6,OD
87.46,64.68,49.95,32.4,58.87,6.67,63.43,bitter_gourd,Zaid,4,OD
69.25,38.65,63.04,29.38,68.85,6.27,58.45,bitter_gourd,Zaid,6,PB
68.84,62.68,44.53,32.13,75.3,7.12,48.43,bitter_gourd,Zaid,4,OD
70.51,29.74,33.2,22.43,74.3,6.73,65.57,bitter_gourd,Zaid,4,WB
49.14,28.99,30.9,27.13,71.15,6.56,33.42,bitter_gourd,Zaid,5,PB
89.95,24.08,40.32,19.0,82.07,6.96,61.06,bitter_gourd,Zaid,6,OD
60.82,48.01,42.04,26.16,86.58,7.3,64.28,bitter_gourd,Zaid,4,OD
83.94,43.95,83.17,22.1,74.89,6.15,95.0,bitter_gourd,Zaid,3,HR
72.08,63.78,67.21,22.66,76.36,6.2,53.58,bitter_gourd,Zaid,4,OD
58.81,53.21,56.86,27.41,78.04,6.17,59.0,bitter_gourd,Zaid,3,OD
79.64,55.59,62.39,26.03,69.37,7.05,43.91,bitter_gourd,Zaid,5,PB
43.18,52.87,54.66,26.99,69.25,6.47,56.35,bitter_gourd,Zaid,4,PB
39.48,53.08,74.63,30.01,78.27,6.02,31.46,bitter_gourd,Zaid,5,WB
44.45,38.42,46.85,25.85,83.51,6.23,60.8,bitter_gourd,Zaid,5,UP
93.65,61.54,52.96,32.21,72.48,6.47,61.43,bitter_gourd,Zaid,3,OD
80.87,68.14,60.85,23.06,77.08,7.07,78.85,bitter_gourd,Zaid,4,HR
89.39,42.21,81.42,24.17,73.0,6.73,56.26,bitter_gourd,Zaid,4,UP
94.08,35.36,71.54,19.0,79.57,5.71,78.07,bitter_gourd,Zaid,4,HR
54.95,40.09,42.84,22.69,84.17,6.45,70.1,bitter_gourd,Zaid,6,HR
73.72,64.82,55.01,31.73,63.23,6.41,72.47,bitter_gourd,Zaid,5,PB
103.27,62.34,63.3,26.52,61.51,6.5,62.25,bitter_gourd,Zaid,4,UP
86.59,71.27,80.26,22.81,82.53,6.62,55.12,bitter_gourd,Zaid,5,HR
93.64,39.71,61.52,32.83,65.42,6.8,50.91,bitter_gourd,Zaid,5,WB
74.47,28.8,55.82,24.31,88.02,6.17,60.6,bitter_gourd,Zaid,3,WB
65.76,43.14,59.93,23.47,82.12,6.7,65.79,bitter_gourd,Zaid,5,HR
58.1,27.59,56.67,31.21,84.71,7.3,60.96,bitter_gourd,Zaid,3,UP
59.78,22.5,65.96,29.0,60.46,6.64,54.82,bitter_gourd,Zaid,6,UP
64.63,73.78,60.82,26.34,83.35,6.99,60.76,bitter_gourd,Zaid,4,OD
65.16,40.98,48.38,24.79,70.65,6.87,78.05,bitter_gourd,Zaid,6,WB
69.42,69.4,67.16,31.02,64.38,6.56,39.64,bitter_gourd,Zaid,3,PB
87.97,33.54,65.81,29.6,72.7,6.81,39.89,bitter_gourd,Zaid,3,OD
86.11,30.89,72.13,30.02,90.0,6.03,27.95,bitter_gourd,Zaid,6,UP
86.82,63.5,35.43,32.53,69.52,6.26,74.02,bitter_gourd,Zaid,5,OD
69.38,23.54,48.19,27.55,78.31,6.37,55.42,bitter_gourd,Zaid,4,HR
80.92,49.57,62.87,28.37,60.96,6.45,44.09,bitter_gourd,Zaid,3,HR
55.26,40.8,56.26,32.75,68.84,6.74,40.29,bitter_gourd,Zaid,5,WB
97.79,34.15,42.88,30.18,57.18,6.67,56.06,bitter_gourd,Zaid,6,UP
81.64,33.01,45.52,30.04,64.67,6.43,59.37,bitter_gourd,Zaid,4,HR
70.38,61.27,32.36,31.43,77.26,6.63,56.01,bitter_gourd,Zaid,6,HR
70.33,28.65,39.68,21.82,76.35,6.65,39.19,bitter_gourd,Zaid,6,WB
48.6,58.93,46.42,28.05,69.23,6.33,64.56,bitter_gourd,Zaid,6,UP
97.17,50.12,67.37,29.01,75.45,7.09,66.15,bitter_gourd,Zaid,3,PB
71.67,36.37,62.25,23.46,75.52,6.28,178.42,coffee,Perennial,4,NE
100.47,40.53,70.06,26.15,70.16,5.74,170.38,coffee,Perennial,8,AP
88.73,58.6,62.12,21.24,78.35,6.19,168.37,coffee,Perennial,4,AP
97.45,68.49,50.19,22.91,77.58,6.5,262.85,coffee,Perennial,8,AP
60.81,62.77,41.87,17.04,82.71,6.16,235.93,coffee,Perennial,6,KA
79.89,57.82,42.68,25.21,71.02,5.92,165.03,coffee,Perennial,10,AP
117.65,31.53,39.85,21.75,86.35,5.84,244.5,coffee,Perennial,5,TN
78.07,67.98,76.16,25.53,70.18,6.3,286.6,coffee,Perennial,1,KL
85.4,55.76,41.28,20.63,66.29,5.33,238.08,coffee,Perennial,2,TN
65.93,49.67,42.2,17.98,68.01,5.77,187.58,coffee,Perennial,7,NE
108.36,61.54,70.84,15.78,67.04,5.39,239.65,coffee,Perennial,2,NE
49.05,75.96,50.77,21.21,75.31,5.72,268.49,coffee,Perennial,10,AP
75.0,23.16,67.53,21.77,70.01,6.0,264.13,coffee,Perennial,3,TN
55.14,62.32,84.12,23.17,69.91,6.17,293.75,coffee,Perennial,7,NE
54.41,36.36,62.25,23.87,79.21,5.37,217.35,coffee,Perennial,3,TN
69.57,45.05,39.93,26.01,70.29,5.91,183.6,coffee,Perennial,9,KL
110.02,55.54,61.95,16.33,67.66,5.74,189.96,coffee,Perennial,9,KL
95.43,23.65,40.19,22.42,76.75,5.65,264.64,coffee,Perennial,7,AP
